CODIGO,DESCRICAO
500020,Leste
500190,Leste
500230,Leste
500755,Leste
500780,Leste
500830,Leste
500100,Nordeste
500290,Nordeste
500295,Nordeste
500325,Nordeste
500440,Nordeste
500627,Nordeste
500630,Nordeste
500025,Norte
500330,Norte
500390,Norte
500640,Norte
500730,Norte
500740,Norte
500769,Norte
500793,Norte
500080,Sudeste
500085,Sudeste
500200,Sudeste
500470,Sudeste
500620,Sudeste
500625,Sudeste
500797,Sudeste
500060,Sul Fronteira
500090,Sul Fronteira
500124,Sul Fronteira
500315,Sul Fronteira
500375,Sul Fronteira
500430,Sul Fronteira
500460,Sul Fronteira
500480,Sul Fronteira
500515,Sul Fronteira
500568,Sul Fronteira
500570,Sul Fronteira
500635,Sul Fronteira
500660,Sul Fronteira
500770,Sul Fronteira
500795,Sul Fronteira
500000,Ignorado - MS
509999,Ignorado - MS
510025,Alto Tapajós
510080,Alto Tapajós
510279,Alto Tapajós
510615,Alto Tapajós
510629,Alto Tapajós
510895,Alto Tapajós
510010,Baixada Cuiabana
510160,Baixada Cuiabana
510300,Baixada Cuiabana
510340,Baixada Cuiabana
510490,Baixada Cuiabana
510610,Baixada Cuiabana
510620,Baixada Cuiabana
510645,Baixada Cuiabana
510650,Baixada Cuiabana
510780,Baixada Cuiabana
510840,Baixada Cuiabana
510269,Araguaia Xingu
510335,Araguaia Xingu
510677,Araguaia Xingu
510735,Araguaia Xingu
510774,Araguaia Xingu
510777,Araguaia Xingu
510860,Araguaia Xingu
510050,Centro Norte
510350,Centro Norte
510590,Centro Norte
510600,Centro Norte
510730,Centro Norte
510770,Centro Norte
510890,Centro Norte
510100,Garças Araguaia
510180,Garças Araguaia
510260,Garças Araguaia
510390,Garças Araguaia
510625,Garças Araguaia
510628,Garças Araguaia
510665,Garças Araguaia
510670,Garças Araguaia
510719,Garças Araguaia
510820,Garças Araguaia
510020,Médio Araguaia
510185,Médio Araguaia
510270,Médio Araguaia
510310,Médio Araguaia
510385,Médio Araguaia
510617,Médio Araguaia
510706,Médio Araguaia
510718,Médio Araguaia
510130,Médio Norte Matogrossense
510170,Médio Norte Matogrossense
510263,Médio Norte Matogrossense
510345,Médio Norte Matogrossense
510623,Médio Norte Matogrossense
510685,Médio Norte Matogrossense
510726,Médio Norte Matogrossense
510787,Médio Norte Matogrossense
510795,Médio Norte Matogrossense
510885,Médio Norte Matogrossense
510140,Noroeste Matogrossense
510190,Noroeste Matogrossense
510285,Noroeste Matogrossense
510325,Noroeste Matogrossense
510337,Noroeste Matogrossense
510515,Noroeste Matogrossense
510517,Noroeste Matogrossense
510035,Norte Araguaia Karajá
510530,Norte Araguaia Karajá
510631,Norte Araguaia Karajá
510785,Norte Araguaia Karajá
510788,Norte Araguaia Karajá
510320,Norte Matogrossense
510455,Norte Matogrossense
510558,Norte Matogrossense
510619,Norte Matogrossense
510621,Norte Matogrossense
510880,Norte Matogrossense
510125,Oeste Matogrossense
510250,Oeste Matogrossense
510343,Oeste Matogrossense
510395,Oeste Matogrossense
510450,Oeste Matogrossense
510523,Oeste Matogrossense
510562,Oeste Matogrossense
510682,Oeste Matogrossense
510710,Oeste Matogrossense
510715,Oeste Matogrossense
510720,Oeste Matogrossense
510775,Oeste Matogrossense
510268,Sudoeste Matogrossense
510330,Sudoeste Matogrossense
510336,Sudoeste Matogrossense
510380,Sudoeste Matogrossense
510500,Sudoeste Matogrossense
510550,Sudoeste Matogrossense
510618,Sudoeste Matogrossense
510675,Sudoeste Matogrossense
510757,Sudoeste Matogrossense
510835,Sudoeste Matogrossense
510030,Sul Matogrossense
510040,Sul Matogrossense
510060,Sul Matogrossense
510120,Sul Matogrossense
510267,Sul Matogrossense
510360,Sul Matogrossense
510420,Sul Matogrossense
510460,Sul Matogrossense
510480,Sul Matogrossense
510520,Sul Matogrossense
510630,Sul Matogrossense
510637,Sul Matogrossense
510700,Sul Matogrossense
510704,Sul Matogrossense
510729,Sul Matogrossense
510740,Sul Matogrossense
510760,Sul Matogrossense
510779,Sul Matogrossense
510810,Sul Matogrossense
510183,Teles Pires
510305,Teles Pires
510370,Teles Pires
510452,Teles Pires
510454,Teles Pires
510525,Teles Pires
510622,Teles Pires
510624,Teles Pires
510724,Teles Pires
510776,Teles Pires
510790,Teles Pires
510792,Teles Pires
510800,Teles Pires
510830,Teles Pires
510850,Teles Pires
510410,Vale do Peixoto
510560,Vale do Peixoto
510626,Vale do Peixoto
510642,Vale do Peixoto
510805,Vale do Peixoto
510510,Vale dos Arinos
510627,Vale dos Arinos
510680,Vale dos Arinos
510794,Vale dos Arinos
510000,Ignorado - MT
519999,Ignorado - MT
520005,Central
520130,Central
520160,Central
520280,Central
520360,Central
520460,Central
520520,Central
520680,Central
520870,Central
520880,Central
520920,Central
521000,Central
521056,Central
521140,Central
521205,Central
521440,Central
521450,Central
521500,Central
521540,Central
521680,Central
521910,Central
521950,Central
521973,Central
521990,Central
522100,Central
522140,Central
520140,Centro Sul
520180,Centro Sul
520330,Centro Sul
520355,Centro Sul
520455,Centro Sul
520545,Centro Sul
520630,Centro Sul
520650,Centro Sul
520735,Centro Sul
520740,Centro Sul
520970,Centro Sul
520995,Centro Sul
521170,Centro Sul
521230,Centro Sul
521260,Centro Sul
521530,Centro Sul
521710,Centro Sul
521770,Centro Sul
521839,Centro Sul
522026,Centro Sul
522045,Centro Sul
522060,Centro Sul
522190,Centro Sul
522200,Centro Sul
522205,Centro Sul
520017,Entorno Norte
520060,Entorno Norte
520400,Entorno Norte
520790,Entorno Norte
520800,Entorno Norte
521760,Entorno Norte
522000,Entorno Norte
522220,Entorno Norte
520025,Entorno Sul
520549,Entorno Sul
520620,Entorno Sul
521250,Entorno Sul
521523,Entorno Sul
521975,Entorno Sul
522185,Entorno Sul
520120,Estrada de Ferro
520450,Estrada de Ferro
520480,Estrada de Ferro
520510,Estrada de Ferro
520590,Estrada de Ferro
520660,Estrada de Ferro
520690,Estrada de Ferro
520850,Estrada de Ferro
521010,Estrada de Ferro
521290,Estrada de Ferro
521480,Estrada de Ferro
521550,Estrada de Ferro
521580,Estrada de Ferro
521740,Estrada de Ferro
521878,Estrada de Ferro
521920,Estrada de Ferro
522130,Estrada de Ferro
522180,Estrada de Ferro
520490,Nordeste I
520530,Nordeste I
520830,Nordeste I
521350,Nordeste I
522108,Nordeste I
520080,Nordeste II
520396,Nordeste II
520670,Nordeste II
520940,Nordeste II
520990,Nordeste II
521270,Nordeste II
521490,Nordeste II
521830,Nordeste II
521980,Nordeste II
522068,Nordeste II
522070,Nordeste II
520357,Norte
520465,Norte
520750,Norte
520810,Norte
521308,Norte
521377,Norte
521405,Norte
521410,Norte
521525,Norte
521800,Norte
521960,Norte
522020,Norte
522145,Norte
520090,Oeste I
520170,Oeste I
520235,Oeste I
520310,Oeste I
520340,Oeste I
520710,Oeste I
520760,Oeste I
521020,Oeste I
521030,Oeste I
521160,Oeste I
521200,Oeste I
521340,Oeste I
521370,Oeste I
521520,Oeste I
521565,Oeste I
521720,Oeste I
520015,Oeste II
520260,Oeste II
520393,Oeste II
520420,Oeste II
520570,Oeste II
520780,Oeste II
521570,Oeste II
521590,Oeste II
521640,Oeste II
521900,Oeste II
522005,Oeste II
522010,Oeste II
522150,Oeste II
520010,Pirineus
520030,Pirineus
520110,Pirineus
520485,Pirineus
520551,Pirineus
520580,Pirineus
520815,Pirineus
520840,Pirineus
521730,Pirineus
522119,Pirineus
520085,Rio Vermelho
520215,Rio Vermelho
520250,Rio Vermelho
520380,Rio Vermelho
520753,Rio Vermelho
520890,Rio Vermelho
520929,Rio Vermelho
520960,Rio Vermelho
521040,Rio Vermelho
521100,Rio Vermelho
521120,Rio Vermelho
521220,Rio Vermelho
521295,Rio Vermelho
521390,Rio Vermelho
521400,Rio Vermelho
521483,Rio Vermelho
521925,Rio Vermelho
520495,São Patrício I
520500,São Patrício I
520540,São Patrício I
520640,São Patrício I
520945,São Patrício I
521015,São Patrício I
521090,São Patrício I
521385,São Patrício I
521470,São Patrício I
521486,São Patrício I
521690,São Patrício I
521860,São Patrício I
521870,São Patrício I
521890,São Patrício I
521935,São Patrício I
521970,São Patrício I
522015,São Patrício I
522028,São Patrício I
522157,São Patrício I
522170,São Patrício I
520055,Serra da Mesa
520082,Serra da Mesa
520470,Serra da Mesa
520552,Serra da Mesa
520980,Serra da Mesa
521280,Serra da Mesa
521460,Serra da Mesa
521487,Serra da Mesa
522160,Serra da Mesa
520013,Sudoeste I
520145,Sudoeste I
520410,Sudoeste I
520430,Sudoeste I
520505,Sudoeste I
521080,Sudoeste I
521130,Sudoeste I
521225,Sudoeste I
521300,Sudoeste I
521375,Sudoeste I
521630,Sudoeste I
521805,Sudoeste I
521850,Sudoeste I
521880,Sudoeste I
521930,Sudoeste I
521971,Sudoeste I
522040,Sudoeste I
522155,Sudoeste I
520150,Sudoeste II
520440,Sudoeste II
520547,Sudoeste II
520725,Sudoeste II
521190,Sudoeste II
521310,Sudoeste II
521645,Sudoeste II
521810,Sudoeste II
521940,Sudoeste II
522050,Sudoeste II
520020,Sul
520050,Sul
520350,Sul
520390,Sul
520425,Sul
520910,Sul
520915,Sul
520993,Sul
521150,Sul
521210,Sul
521380,Sul
521600,Sul
520320,São Patrício II
520860,São Patrício II
521060,São Patrício II
521180,São Patrício II
521305,São Patrício II
521560,São Patrício II
521945,São Patrício II
522230,São Patrício II
520000,Ignorado - GO
529999,Ignorado - GO
530000,Distrito Federal
530010,Distrito Federal
530020,Região de Saúde Oeste
530040,Região de Saúde Oeste
539942,Região de Saúde Oeste
530130,Região de Saúde Sudoeste
530140,Região de Saúde Sudoeste
530180,Região de Saúde Sudoeste
539901,Região de Saúde Sudoeste
539934,Região de Saúde Sudoeste
539938,Região de Saúde Sudoeste
539944,Região de Saúde Sudoeste
530060,Região de Saúde Sul
530150,Região de Saúde Sul
530030,Região de Saúde Centro-Sul
530070,Região de Saúde Centro-Sul
530100,Região de Saúde Centro-Sul
530135,Região de Saúde Centro-Sul
539913,Região de Saúde Centro-Sul
539917,Região de Saúde Centro-Sul
539933,Região de Saúde Centro-Sul
539935,Região de Saúde Centro-Sul
530050,Região de Saúde Central
530080,Região de Saúde Central
530090,Região de Saúde Central
539925,Região de Saúde Central
539931,Região de Saúde Central
539941,Região de Saúde Central
530120,Região de Saúde Norte
530170,Região de Saúde Norte
539922,Região de Saúde Norte
539936,Região de Saúde Norte
539943,Região de Saúde Norte
530110,Região de Saúde Leste
530160,Região de Saúde Leste
539928,Região de Saúde Leste
539930,Região de Saúde Leste
530000,Ignorado - DF
539999,Ignorado - DF
